Geneid	groups	description
PBANKA_1332800	1	acetyl-CoA carboxylase
PBANKA_1333200	1	autophagy-related protein 12, putative
PBANKA_1333900	1	conserved Plasmodium protein, unknown function
PBANKA_1334500	1	RAP protein, putative
PBANKA_1336100	1	dihydroorotase, putative
PBANKA_1336200	1	conserved Plasmodium protein, unknown function
PBANKA_1338500	1	N-acetyltransferase, GNAT family, putative
PBANKA_1339800	1	conserved Plasmodium protein, unknown function
PBANKA_1340600	1	conserved Plasmodium protein, unknown function
PBANKA_1341000	1	conserved Plasmodium protein, unknown function
PBANKA_1342300	1	conserved protein, unknown function
PBANKA_1342900	1	regulator of nonsense transcripts 3B, putative
PBANKA_1343700	1	conserved Plasmodium protein, unknown function
PBANKA_1344100	1	myosin F
PBANKA_1346300	1	CPW-WPC family protein
PBANKA_1346400	1	conserved Plasmodium protein, unknown function
PBANKA_1348100	1	AMMECR1 domain-containing protein, putative
PBANKA_1351200	1	zinc finger protein, putative
PBANKA_1351700	1	LMBR1 domain-containing protein, putative
PBANKA_1353500	1	exosome complex component RRP42, putative
PBANKA_1356100	1	conserved Plasmodium protein, unknown function
PBANKA_1356500	1	conserved protein, unknown function
PBANKA_1356800	1	conserved Plasmodium protein, unknown function
PBANKA_1357200	1	endoplasmic reticulum chaperone GRP170, putative
PBANKA_1359300	1	VPS13 domain-containing protein, putative
PBANKA_1360000	1	DNA topoisomerase 3, putative
PBANKA_1360700	1	conserved Plasmodium protein, unknown function
PBANKA_1361100	1	elongation factor Tu, putative
PBANKA_1362100	1	tyrosine kinase-like protein, putative
PBANKA_1362800	1	conserved Plasmodium protein, unknown function
PBANKA_1363500	1	N6-adenine-specific methylase, putative
PBANKA_1363600	1	conserved Plasmodium protein, unknown function
PBANKA_1400041	1	fam-b protein
PBANKA_1401200	1	ATP-dependent RNA helicase DHR1, putative
PBANKA_1402300	1	conserved Plasmodium protein, unknown function
PBANKA_1403500	1	MCL1 domain-containing protein, putative
PBANKA_1403600	1	protein AMR3, putative
PBANKA_1403700	1	AP2 domain transcription factor, putative
PBANKA_1403800	1	translational activator GCN1, putative
PBANKA_1404000	1	mitogen-activated protein kinase phosphatase 1, putative
PBANKA_1405800	1	ATP-dependent RNA helicase DBP6, putative
PBANKA_1407100	1	conserved Plasmodium protein, unknown function
PBANKA_1407400	1	mRNA-decapping enzyme 2, putative
PBANKA_1408200	1	vacuolar protein sorting-associated protein 18, putative
PBANKA_1409000	1	ER membrane protein complex subunit 7, putative
PBANKA_1409700	1	alternative splicing regulator, putative
PBANKA_1410100	1	conserved Plasmodium protein, unknown function
PBANKA_1410600	1	GYF domain-containing protein, putative
PBANKA_1411600	1	methionyl-tRNA formyltransferase, putative
PBANKA_1412000	1	Clu domain-containing protein, putative
PBANKA_1412200	1	conserved Plasmodium protein, unknown function
PBANKA_1412500	1	conserved Plasmodium protein, unknown function
PBANKA_1412800	1	MACRO domain-containing protein, putative
PBANKA_1413500	1	conserved Plasmodium protein, unknown function
PBANKA_1414400	1	exportin-T, putative
PBANKA_1414500	1	protein kinase, putative
PBANKA_1414900	1	SAS6-like protein
PBANKA_1415200	1	conserved protein, unknown function
PBANKA_1415700	1	AP2 domain transcription factor AP2-FG
PBANKA_1416200	1	conserved Plasmodium protein, unknown function
PBANKA_1418200	1	protein phosphatase PP2A regulatory subunit A, putative
PBANKA_1418700	1	microsomal signal peptidase, putative
PBANKA_1419300	1	conserved Plasmodium protein, unknown function
PBANKA_1419400	1	protein kinase domain-containing protein, putative
PBANKA_1419600	1	conserved Plasmodium protein, unknown function
PBANKA_1420800	1	conserved Plasmodium protein, unknown function
PBANKA_1421700	1	secreted ookinete protein, putative
PBANKA_1422500	1	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1423700	1	GDP-mannose 4,6-dehydratase, putative
PBANKA_1425400	1	proteasome activator complex subunit 4, putative
PBANKA_1425500	1	conserved protein, unknown function
PBANKA_1425700	1	conserved Plasmodium protein, unknown function
PBANKA_1426700	1	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative
PBANKA_1426800	1	conserved Plasmodium protein, unknown function
PBANKA_1427100	1	aquaporin, putative
PBANKA_1427300	1	ABC1 family, putative
PBANKA_1428100	1	asparagine-rich antigen, putative
PBANKA_1432900	1	GTP-binding protein EngA, putative
PBANKA_1433800	1	symplekin domain-containing protein, putative
PBANKA_1434700	1	clathrin heavy chain, putative
PBANKA_1435400	1	conserved Plasmodium protein, unknown function
PBANKA_1435500	1	conserved Plasmodium protein, unknown function
PBANKA_1435800	1	conserved Plasmodium protein, unknown function
PBANKA_1436200	1	histone-lysine N-methyltransferase, H3 lysine-4 specific, putative
PBANKA_1436300	1	conserved Plasmodium protein, unknown function
PBANKA_1436400	1	conserved Plasmodium protein, unknown function
PBANKA_1436900	1	FbpA domain protein, putative
PBANKA_1437200	1	conserved Plasmodium protein, unknown function
PBANKA_1437700	1	conserved Plasmodium protein, unknown function
PBANKA_1438100	1	nucleus export protein BRR6, putative
PBANKA_1438200	1	DNA gyrase subunit A, putative
PBANKA_1438400	1	conserved Plasmodium protein, unknown function
PBANKA_1438800	1	50S ribosomal protein L24, putative
PBANKA_1439100	1	BRO1 domain-containing protein, putative
PBANKA_1439300	1	WD repeat-containing protein, putative
PBANKA_1439500	1	cytochrome c heme lyase
PBANKA_1440900	1	conserved protein, unknown function
PBANKA_1441000	1	haloacid dehalogenase-like hydrolase, putative
PBANKA_1441300	1	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1441800	1	conserved Plasmodium protein, unknown function
PBANKA_1442700	1	conserved protein, unknown function
PBANKA_1443200	1	RNA pseudouridylate synthase, putative
PBANKA_1444000	1	macrophage migration inhibitory factor
PBANKA_1444400	1	conserved Plasmodium protein, unknown function
PBANKA_1445700	1	conserved Plasmodium protein, unknown function
PBANKA_1446100	1	amino acid transporter, putative
PBANKA_1446200	1	mitosis protein dim1, putative
PBANKA_1446500	1	asparagine-rich protein, putative
PBANKA_1447500	1	conserved Plasmodium protein, unknown function
PBANKA_1448000	1	pentatricopeptide repeat domain-containing protein 2, putative
PBANKA_1449300	1	upregulated in late gametocytes ULG8, putative
PBANKA_1450000	1	tetQ family GTPase, putative
PBANKA_1451000	1	conserved Plasmodium protein, unknown function
PBANKA_1451400	1	protein-S-isoprenylcysteine O-methyltransferase, putative
PBANKA_1453100	1	sphingomyelin phosphodiesterase, putative
PBANKA_1453300	1	acyl-CoA synthetase, putative
PBANKA_1453900	1	conserved protein, unknown function
PBANKA_1454200	1	conserved Plasmodium protein, unknown function
PBANKA_1454800	1	RNA-binding protein, putative
PBANKA_1455000	1	mitochondrial carrier protein, putative
PBANKA_1455500	1	conserved Plasmodium protein, unknown function
PBANKA_1455600	1	queuine tRNA-ribosyltransferase, putative
PBANKA_1458600	1	50S ribosomal protein L3, mitochondrial, putative
PBANKA_1458900	1	epsin-like protein, putative
PBANKA_1460600	1	uroporphyrinogen-III synthase, putative
PBANKA_1460900	1	tRNA-splicing endonuclease, putative
PBANKA_1462000	1	conserved protein, unknown function
PBANKA_1463000	1	osmiophilic body protein G377
PBANKA_1465200	1	PIR protein
PBANKA_1465700	1	fam-a protein
PBANKA_MIT01100	1	cytochrome c oxidase subunit 3
PBANKA_0100500	2	PIR protein
PBANKA_0100600	2	schizont membrane associated cytoadherence protein
PBANKA_0100700	2	Plasmodium exported protein, unknown function
PBANKA_0100800	2	zinc finger protein, putative
PBANKA_0101500	2	conserved Plasmodium protein, unknown function
PBANKA_0102400	2	AT-rich interactive domain-containing protein, putative
PBANKA_0102500	2	phenylalanine--tRNA ligase, putative
PBANKA_0102700	2	conserved Plasmodium protein, unknown function
PBANKA_0104300	2	cyclin dependent kinase binding protein, putative
PBANKA_0104400	2	nucleoside diphosphate kinase, putative
PBANKA_0106200	2	spindle assembly abnormal protein 6
PBANKA_0106300	2	conserved Plasmodium protein, unknown function
PBANKA_0109900	2	basal complex transmembrane protein 1, putative
PBANKA_0112100	2	AP2 domain transcription factor, putative
PBANKA_0112500	2	major facilitator superfamily-related transporter, putative
PBANKA_0203600	2	conserved Plasmodium protein, unknown function
PBANKA_0205300	2	conserved protein, unknown function
PBANKA_0211900	2	cation transporting ATPase, putative
PBANKA_0214000	2	dynein heavy chain, putative
PBANKA_0214300	2	AP-4 complex subunit beta, putative
PBANKA_0300300	2	PIR protein
PBANKA_0300500	2	PIR protein, pseudogene
PBANKA_0301100	2	conserved Plasmodium protein, unknown function
PBANKA_0302800	2	conserved Plasmodium protein, unknown function
PBANKA_0304800	2	serine repeat antigen 4
PBANKA_0402700	2	inner membrane complex protein 1e
PBANKA_0406000	2	conserved Plasmodium protein, unknown function
PBANKA_0406400	2	zinc finger protein, putative
PBANKA_0407100	2	splicing factor 3B subunit 1, putative
PBANKA_0408400	2	phosphoglycerate mutase, putative
PBANKA_0409400	2	kinase-related protein PKRP
PBANKA_0411100	2	conserved Plasmodium protein, unknown function
PBANKA_0411200	2	Ras-like G protein, putative
PBANKA_0412500	2	conserved Plasmodium protein, unknown function
PBANKA_0416600	2	replication protein A1, small fragment
PBANKA_0416800	2	ubiquitin specific protease, putative
PBANKA_0417200	2	PH domain-containing protein
PBANKA_0417300	2	AP-4 complex subunit epsilon, putative
PBANKA_0417600	2	LCCL domain-containing protein
PBANKA_0417800	2	conserved protein, unknown function
PBANKA_0501100	2	early transcribed membrane protein
PBANKA_0501300	2	DNA polymerase delta catalytic subunit, putative
PBANKA_0502500	2	serine/threonine protein phosphatase 8
PBANKA_0503300	2	conserved Plasmodium protein, unknown function
PBANKA_0503500	2	zinc finger protein, putative
PBANKA_0506600	2	serine/arginine-rich splicing factor 4, putative
PBANKA_0506700	2	citrate synthase, mitochondrial, putative
PBANKA_0507300	2	dynein heavy chain, putative
PBANKA_0509900	2	conserved protein, unknown function
PBANKA_0515200	2	MORN repeat-containing protein 1, putative
PBANKA_0516100	2	conserved protein, unknown function
PBANKA_0516600	2	leucine-rich repeat protein, putative
PBANKA_0516700	2	RNA polymerase II-associated protein 1, putative
PBANKA_0517100	2	conserved protein, unknown function
PBANKA_0517200	2	haloacid dehalogenase-like hydrolase, putative
PBANKA_0517600	2	plasmepsin VII
PBANKA_0518500	2	ADP-ribosylation factor, putative
PBANKA_0518900	2	conserved Plasmodium membrane protein, unknown function
PBANKA_0520000	2	pyruvate kinase 2, putative
PBANKA_0520400	2	dynamin-like protein, putative
PBANKA_0520500	2	TFIIH basal transcription factor complex helicase XPB subunit, putative
PBANKA_0520700	2	conserved Plasmodium protein, unknown function
PBANKA_0521200	2	conserved Plasmodium protein, unknown function
PBANKA_0523900	2	glideosome associated protein with multiple membrane spans 2, putative
PBANKA_0600051	2	PIR protein
PBANKA_0600400	2	fam-a protein
PBANKA_0600600	2	NIMA related kinase 3, putative
PBANKA_0602000	2	origin recognition complex subunit 1, putative
PBANKA_0605400	2	conserved Plasmodium protein, unknown function
PBANKA_0605500	2	conserved Plasmodium protein, unknown function
PBANKA_0606200	2	41-3 protein, putative
PBANKA_0606700	2	cysteine repeat modular protein 3
PBANKA_0607000	2	conserved Plasmodium protein, unknown function
PBANKA_0611600	2	ribonucleoside-diphosphate reductase large subunit, putative
PBANKA_0613700	2	RNA-binding protein, putative
PBANKA_0614800	2	conserved Plasmodium protein, unknown function
PBANKA_0615300	2	conserved Plasmodium protein, unknown function
PBANKA_0620300	2	conserved protein, unknown function
PBANKA_0621300	2	conserved Plasmodium protein, unknown function
PBANKA_0622400	2	kinesin-20, putative
PBANKA_0623600	2	PIR protein
PBANKA_0700300	2	PIR protein
PBANKA_0700900	2	reticulocyte binding protein, putative
PBANKA_0703100	2	conserved Plasmodium protein, unknown function
PBANKA_0704100	2	ubiquitin conjugation factor E4 B, putative
PBANKA_0704600	2	conserved Plasmodium protein, unknown function
PBANKA_0704700	2	conserved Plasmodium protein, unknown function
PBANKA_0704800	2	conserved protein, unknown function
PBANKA_0704900	2	crystalloid-specific PH domain-containing protein, putative
PBANKA_0706200	2	nucleoside transporter 2, putative
PBANKA_0708100	2	dynein light chain 1
PBANKA_0713500	2	conserved Plasmodium protein, unknown function
PBANKA_0714200	2	chaperone protein ClpB1, putative
PBANKA_0716000	2	structural maintenance of chromosomes protein 3, putative
PBANKA_0717200	2	conserved Plasmodium protein, unknown function
PBANKA_0722941	2	fam-b protein
PBANKA_0801800	2	basal complex transmembrane protein 2, putative
PBANKA_0802200	2	serine/threonine protein kinase, putative
PBANKA_0803000	2	origin recognition complex subunit 2, putative
PBANKA_0804200	2	conserved Plasmodium protein, unknown function
PBANKA_0804300	2	DNA mismatch repair protein MSH2
PBANKA_0804400	2	conserved Plasmodium protein, unknown function
PBANKA_0804500	2	rhoptry-associated membrane antigen, putative
PBANKA_0805900	2	kinesin-8X
PBANKA_0806300	2	P-type ATPase, putative
PBANKA_0806400	2	conserved protein, unknown function
PBANKA_0806900	2	conserved Plasmodium protein, unknown function
PBANKA_0807000	2	DNA-directed RNA polymerase II subunit RPB1, putative
PBANKA_0807500	2	conserved Plasmodium protein, unknown function
PBANKA_0811200	2	SET domain protein, putative
PBANKA_0811800	2	actin-like protein, putative
PBANKA_0812500	2	conserved Plasmodium protein, unknown function
PBANKA_0815100	2	conserved Plasmodium protein, unknown function
PBANKA_0817000	2	major facilitator superfamily domain-containing protein, putative
PBANKA_0818000	2	merozoite organizing protein, putative
PBANKA_0818500	2	conserved protein, unknown function
PBANKA_0819400	2	conserved Plasmodium protein, unknown function
PBANKA_0820800	2	regulator of chromosome condensation-PP1-interacting protein
PBANKA_0824400	2	cyclin-dependent kinases regulatory subunit, putative
PBANKA_0827400	2	conserved Plasmodium protein, unknown function
PBANKA_0830200	2	high molecular weight rhoptry protein 2
PBANKA_0830300	2	CH domain-containing protein, putative
PBANKA_0830700	2	procollagen lysine 5-dioxygenase, putative
PBANKA_0831600	2	conserved Plasmodium protein, unknown function
PBANKA_0836300	2	cytoadherence linked asexual protein 9
PBANKA_0901000	2	fam-a protein
PBANKA_0903800	2	serine/threonine protein kinase, putative
PBANKA_0907900	2	conserved Plasmodium protein, unknown function
PBANKA_0908500	2	myosin K
PBANKA_0910000	2	protein KIC5, putative
PBANKA_0910300	2	guanylyl cyclase alpha, putative
PBANKA_0910700	2	conserved Plasmodium protein, unknown function
PBANKA_0910800	2	conserved Plasmodium protein, unknown function
PBANKA_0911500	2	apical exonemal protein, putative
PBANKA_0912500	2	conserved Plasmodium protein, unknown function
PBANKA_0912600	2	conserved Plasmodium protein, unknown function
PBANKA_0913000	2	condensin-2 complex subunit D3, putative
PBANKA_0913300	2	regulator of chromosome condensation, putative
PBANKA_0913600	2	conserved Plasmodium protein, unknown function
PBANKA_0914600	2	RNA (uracil-5-)methyltransferase, putative
PBANKA_0918200	2	phosphoacetylglucosamine mutase, putative
PBANKA_0923300	2	conserved protein, unknown function
PBANKA_0924200	2	BEACH domain-containing protein, putative
PBANKA_0925100	2	leucine-rich repeat protein
PBANKA_0925700	2	conserved Plasmodium protein, unknown function
PBANKA_0925800	2	protein KIC10, putative
PBANKA_0926400	2	serine/threonine protein kinase, putative
PBANKA_0927600	2	conserved Plasmodium protein, unknown function
PBANKA_0931200	2	heat shock protein 101
PBANKA_0932000	2	rhoptry neck protein 4
PBANKA_0932100	2	palmitoyltransferase DHHC9
PBANKA_0932500	2	histone-lysine N-methyltransferase SET7, putative
PBANKA_0932800	2	filamin domain-containing protein, putative
PBANKA_0932900	2	glycerol-3-phosphate dehydrogenase, putative
PBANKA_0933400	2	GTPase-activating protein, putative
PBANKA_0933700	2	mitogen-activated protein kinase 2
PBANKA_0934100	2	GTP-binding protein, putative
PBANKA_0936000	2	endonuclease/exonuclease/phosphatase family protein, putative
PBANKA_0937100	2	vacuolar protein sorting-associated protein 35, putative
PBANKA_0938000	2	conserved Plasmodium protein, unknown function
PBANKA_0939800	2	nucleic acid binding protein, putative
PBANKA_0940300	2	DEAD/DEAH box helicase, putative
PBANKA_0941300	2	translocon component PTEX88
PBANKA_0943400	2	CPW-WPC family protein
PBANKA_0944000	2	PIR protein
PBANKA_1001200	2	conserved Plasmodium protein, unknown function
PBANKA_1001300	2	conserved Plasmodium protein, unknown function
PBANKA_1001400	2	pre-mRNA-splicing factor CLF1, putative
PBANKA_1002500	2	sporozoite-specific protein S10
PBANKA_1002800	2	protein transport protein Sec24B, putative
PBANKA_1003400	2	lysine decarboxylase, putative
PBANKA_1004300	2	conserved Plasmodium protein, unknown function
PBANKA_1004500	2	conserved Plasmodium protein, unknown function
PBANKA_1005300	2	conserved Plasmodium protein, unknown function
PBANKA_1005800	2	conserved Plasmodium protein, unknown function
PBANKA_1006600	2	conserved Plasmodium protein, unknown function
PBANKA_1007100	2	NAD(P)-binding protein, putative
PBANKA_1007600	2	erythrocyte vesicle protein 1, putative
PBANKA_1007700	2	protein phosphatase PPM1
PBANKA_1008300	2	GTP-binding protein, putative
PBANKA_1008500	2	translocon component PTEX150
PBANKA_1008600	2	conserved Plasmodium protein, unknown function
PBANKA_1008700	2	conserved Plasmodium protein, unknown function
PBANKA_1009200	2	conserved Plasmodium protein, unknown function
PBANKA_1009600	2	conserved protein, unknown function
PBANKA_1011400	2	DNA topoisomerase 2, putative
PBANKA_1011700	2	conserved Plasmodium protein, unknown function
PBANKA_1016700	2	leucine-rich repeat protein
PBANKA_1017300	2	conserved Plasmodium protein, unknown function
PBANKA_1018300	2	dynein intermediate chain, putative
PBANKA_1020300	2	ankyrin-repeat protein, putative
PBANKA_1024200	2	conserved Plasmodium protein, unknown function
PBANKA_1024900	2	DNA replication licensing factor MCM2, putative
PBANKA_1025900	2	lysine--tRNA ligase, putative
PBANKA_1026000	2	conserved protein, unknown function
PBANKA_1026600	2	protein SEY1, putative
PBANKA_1028200	2	atypical protein kinase, ABC-1 family, putative
PBANKA_1030500	2	mini-chromosome maintenance complex-binding protein, putative
PBANKA_1031000	2	conserved Plasmodium protein, unknown function
PBANKA_1031100	2	plastid replication-repair enzyme, putative
PBANKA_1031300	2	rhomboid protease ROM8
PBANKA_1032200	2	WD repeat-containing protein, putative
PBANKA_1032300	2	CTP synthase, putative
PBANKA_1033600	2	tRNA-dihydrouridine synthase, putative
PBANKA_1034100	2	FANCJ-like helicase, putative
PBANKA_1037900	2	conserved Plasmodium protein, unknown function
PBANKA_1038200	2	nuclear formin-like protein MISFIT
PBANKA_1039000	2	radial spoke protein 3, putative
PBANKA_1039200	2	conserved Plasmodium protein, unknown function
PBANKA_1039300	2	U2 snRNP-associated SURP motif-containing protein, putative
PBANKA_1039600	2	26S proteasome regulatory subunit RPN6, putative
PBANKA_1100781	2	PIR protein
PBANKA_1101200	2	Plasmodium exported protein, unknown function
PBANKA_1101300	2	skeleton-binding protein 1
PBANKA_1101500	2	anaphase-promoting complex subunit 3
PBANKA_1101600	2	chromatin assembly factor 1 subunit A, putative
PBANKA_1102100	2	conserved Plasmodium protein, unknown function
PBANKA_1102300	2	conserved Plasmodium protein, unknown function
PBANKA_1103500	2	conserved Plasmodium protein, unknown function
PBANKA_1105100	2	DNA mismatch repair protein MSH6, putative
PBANKA_1106000	2	conserved Plasmodium protein, unknown function
PBANKA_1106100	2	conserved Plasmodium protein, unknown function
PBANKA_1107300	2	nuclear protein localization protein 4, putative
PBANKA_1108000	2	conserved protein, unknown function
PBANKA_1108500	2	conserved Plasmodium protein, unknown function
PBANKA_1109300	2	conserved Plasmodium protein, unknown function
PBANKA_1109400	2	phosphatidylinositol 4-kinase, putative
PBANKA_1109600	2	conserved Plasmodium protein, unknown function
PBANKA_1110100	2	topoisomerase I, putative
PBANKA_1110200	2	conserved Plasmodium protein, unknown function
PBANKA_1114900	2	phosphatidylinositol 3-kinase, putative
PBANKA_1115200	2	gamete egress protein GEP
PBANKA_1120100	2	conserved Plasmodium protein, unknown function
PBANKA_1120400	2	inner membrane complex protein 1j, putative
PBANKA_1121800	2	AP2 domain transcription factor AP2-SP3
PBANKA_1125300	2	conserved Plasmodium protein, unknown function
PBANKA_1125900	2	ankyrin-repeat protein, putative
PBANKA_1126800	2	HECT-domain (ubiquitin-transferase), putative
PBANKA_1126900	2	eukaryotic translation initiation factor 2-alpha kinase
PBANKA_1127500	2	glutamyl-tRNA(Gln) amidotransferase subunit B, putative
PBANKA_1127800	2	DnaJ protein, putative
PBANKA_1127900	2	RAP protein, putative
PBANKA_1129100	2	DNA polymerase epsilon catalytic subunit A, putative
PBANKA_1132000	2	NLI interacting factor-like phosphatase
PBANKA_1132300	2	conserved Plasmodium protein, unknown function
PBANKA_1132400	2	conserved Plasmodium protein, unknown function
PBANKA_1132700	2	phosphatase 2A regulatory subunit-related protein, putative
PBANKA_1132900	2	regulator of chromosome condensation, putative
PBANKA_1133100	2	serine/threonine protein kinase ARK3, putative
PBANKA_1136100	2	conserved Plasmodium protein, unknown function
PBANKA_1136500	2	conserved Plasmodium protein, unknown function
PBANKA_1136700	2	guanylyl cyclase beta
PBANKA_1136900	2	E3 SUMO-protein ligase PIAS, putative
PBANKA_1138400	2	calpain, putative
PBANKA_1138700	2	conserved Plasmodium protein, unknown function
PBANKA_1139100	2	conserved Plasmodium protein, unknown function
PBANKA_1139700	2	protein AMR1, putative
PBANKA_1139800	2	nuclear fusion protein
PBANKA_1140000	2	conserved protein, unknown function
PBANKA_1144700	2	DNA repair endonuclease XPF, putative
PBANKA_1144900	2	glycosylphosphatidylinositol anchor attachment 1 protein, putative
PBANKA_1145000	2	conserved Plasmodium protein, unknown function
PBANKA_1145100	2	conserved Plasmodium protein, unknown function
PBANKA_1145200	2	conserved Plasmodium protein, unknown function
PBANKA_1145600	2	conserved Plasmodium protein, unknown function
PBANKA_1146000	2	tryptophan-rich protein
PBANKA_1201200	2	DnaJ protein, putative
PBANKA_1202200	2	U5 small nuclear ribonucleoprotein component, putative
PBANKA_1202700	2	RNA-binding protein, putative
PBANKA_1203700	2	regulator of nonsense transcripts 1, putative
PBANKA_1206000	2	conserved Plasmodium protein, unknown function
PBANKA_1206200	2	histone deacetylase 2, putative
PBANKA_1206600	2	26S protease regulatory subunit 4, putative
PBANKA_1207500	2	ribonuclease, putative
PBANKA_1207900	2	protein phosphatase PPM10, putative
PBANKA_1208000	2	tubulin--tyrosine ligase, putative
PBANKA_1208200	2	kinesin-4, putative
PBANKA_1210400	2	RING zinc finger protein, putative
PBANKA_1211200	2	conserved Plasmodium protein, unknown function
PBANKA_1211600	2	conserved Plasmodium protein, unknown function
PBANKA_1211900	2	phosphoinositide-specific phospholipase C
PBANKA_1212200	2	conserved Plasmodium protein, unknown function
PBANKA_1212600	2	male gamete fusion factor HAP2
PBANKA_1212700	2	SPRY domain-containing protein, putative
PBANKA_1213200	2	conserved Plasmodium protein, unknown function
PBANKA_1213300	2	protein KIC8, putative
PBANKA_1216200	2	diacylglycerol O-acyltransferase, putative
PBANKA_1217000	2	peptidase, putative
PBANKA_1218200	2	T-complex protein 1 subunit epsilon, putative
PBANKA_1218300	2	CPW-WPC family protein
PBANKA_1219900	2	Cg7 protein, putative
PBANKA_1225000	2	serine/threonine protein kinase, FIKK family
PBANKA_1225500	2	conserved protein, unknown function
PBANKA_1230100	2	ribonuclease, putative
PBANKA_1232500	2	eukaryotic translation initiation factor 3 subunit B, putative
PBANKA_1233400	2	WD repeat-containing protein 26, putative
PBANKA_1237100	2	conserved Plasmodium protein, unknown function
PBANKA_1237800	2	multidrug resistance protein 1, putative
PBANKA_1238500	2	conserved Plasmodium protein, unknown function
PBANKA_1239100	2	conserved Plasmodium protein, unknown function
PBANKA_1240700	2	NIMA related kinase 2
PBANKA_1241200	2	conserved Plasmodium protein, unknown function
PBANKA_1242000	2	ubiquitin carboxyl-terminal hydrolase 14, putative
PBANKA_1243900	2	conserved Plasmodium protein, unknown function
PBANKA_1244100	2	heptatricopeptide repeat-containing protein, putative
PBANKA_1244200	2	conserved Plasmodium protein, unknown function
PBANKA_1244700	2	conserved Plasmodium protein, unknown function
PBANKA_1245900	2	Plasmodium exported protein, unknown function
PBANKA_1300091	2	PIR protein
PBANKA_1300200	2	PIR protein
PBANKA_1300500	2	tubulin epsilon chain, putative
PBANKA_1300700	2	LCCL domain-containing protein
PBANKA_1300800	2	cysteine repeat modular protein 4
PBANKA_1301500	2	protein kinase, putative
PBANKA_1301800	2	conserved Plasmodium protein, unknown function
PBANKA_1301900	2	DNA repair metallo-beta-lactamase protein, putative
PBANKA_1302000	2	conserved Plasmodium protein, unknown function
PBANKA_1302300	2	metacaspase-2, putative
PBANKA_1302600	2	DNA primase small subunit, putative
PBANKA_1303400	2	oocyst rupture protein 2
PBANKA_1303900	2	conserved Plasmodium protein, unknown function
PBANKA_1304100	2	porphobilinogen synthase, putative
PBANKA_1304300	2	zinc finger protein, putative
PBANKA_1304500	2	protein SOC3
PBANKA_1305200	2	serine/threonine protein kinase, putative
PBANKA_1305300	2	FACT complex subunit SSRP1, putative
PBANKA_1307000	2	conserved Plasmodium protein, unknown function
PBANKA_1307100	2	heptatricopeptide repeat-containing protein, putative
PBANKA_1307300	2	WD repeat-containing protein, putative
PBANKA_1308000	2	conserved Plasmodium protein, unknown function
PBANKA_1311600	2	calponin homology domain-containing protein, putative
PBANKA_1313200	2	AP2 domain transcription factor AP2-O5, putative
PBANKA_1314600	2	acetyl-CoA acetyltransferase, putative
PBANKA_1314900	2	conserved Plasmodium protein, unknown function
PBANKA_1315000	2	E3 SUMO-protein ligase NSE2, putative
PBANKA_1315300	2	LCCL domain-containing protein
PBANKA_1315700	2	rhoptry neck protein 2
PBANKA_1316500	2	conserved Plasmodium protein, unknown function
PBANKA_1316800	2	dynactin subunit 4, putative
PBANKA_1317200	2	NAD(P) transhydrogenase
PBANKA_1319000	2	conserved protein, unknown function
PBANKA_1319500	2	LCCL domain-containing protein
PBANKA_1319700	2	AP2 domain transcription factor, putative
PBANKA_1320100	2	conserved Plasmodium protein, unknown function
PBANKA_1320200	2	STAG domain-containing protein, putative
PBANKA_1320800	2	conserved Plasmodium protein, unknown function
PBANKA_1321500	2	conserved Plasmodium protein, unknown function
PBANKA_1322000	2	alpha/beta hydrolase, putative
PBANKA_1322200	2	spindle assembly abnormal protein 4, putative
PBANKA_1322400	2	exonuclease V, mitochondrial, putative
PBANKA_1326200	2	conserved Plasmodium protein, unknown function
PBANKA_1326900	2	DNA polymerase alpha subunit B, putative
PBANKA_1327700	2	conserved Plasmodium protein, unknown function
PBANKA_1328000	2	serine/threonine protein phosphatase UIS2
PBANKA_1328300	2	ATP-dependent zinc metalloprotease FTSH, putative
PBANKA_1328500	2	conserved oligomeric Golgi complex subunit 6, putative
PBANKA_1328900	2	potassium channel K2
PBANKA_1329000	2	conserved Plasmodium protein, unknown function
PBANKA_1329200	2	dynein beta chain, putative
PBANKA_1329600	2	conserved Plasmodium protein, unknown function
PBANKA_1330900	2	conserved Plasmodium protein, unknown function
PBANKA_1331300	2	conserved Plasmodium protein, unknown function
PBANKA_1331400	2	MORC family protein, putative
PBANKA_1331700	2	zinc finger protein, putative
PBANKA_1332600	2	conserved Plasmodium protein, unknown function
PBANKA_1333000	2	conserved Plasmodium protein, unknown function
PBANKA_1333300	2	conserved Plasmodium protein, unknown function
PBANKA_1333700	2	cGMP-specific 3',5'-cyclic phosphodiesterase delta
PBANKA_1334000	2	conserved Plasmodium protein, unknown function
PBANKA_1334800	2	conserved Plasmodium protein, unknown function
PBANKA_1334900	2	conserved Plasmodium protein, unknown function
PBANKA_1335000	2	conserved Plasmodium protein, unknown function
PBANKA_1335900	2	DNA-directed RNA polymerase, alpha subunit, putative
PBANKA_1342400	2	ribonuclease P protein subunit RPR2, putative
PBANKA_1343200	2	conserved Plasmodium protein, unknown function
PBANKA_1344500	2	conserved protein, unknown function
PBANKA_1353900	2	conserved Plasmodium protein, unknown function
